,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
37682,29877024,art living loft apartment,224675361,paula,1,bushwick,40.69143,-73.90993,0,110,2,20,2.56,1,284
37685,29878717,king size luxury studio minutes manhattan,75435800,dean,3,long island city,40.75262,-73.93656,0,165,2,0,0.0,2,0
37686,29878723,familyfriendly brownstone 2 blocks subway,2494204,jessica,1,bedford-stuyvesant,40.68143,-73.94765,0,150,2,7,0.9,1,11
37687,29879085,beautiful spacious loft east village2 real beds,24449433,mario,2,east village,40.72575,-73.98236,0,190,3,10,1.6,1,61
37688,29879394,clinton hill peaceful bright room,14349735,laurie,1,clinton hill,40.68683,-73.96572,1,64,6,2,0.25,1,250
37689,29880308,sweet comfortable home,224696045,fozia,1,sheepshead bay,40.59362,-73.95659,0,110,2,16,2.45,1,276
37690,29880522,private room pretty close manhattan,5817533,leda,3,astoria,40.76477,-73.92901,1,75,5,0,0.0,1,0
37691,29880528,private suite brooklyn ny 40 min manhattan,211895243,lili,1,midwood,40.62541,-73.96293,0,105,3,1,0.12,2,46
37692,29880984,luxury suite heart manhattan,145981682,simi,2,theater district,40.76,-73.98377,0,212,1,5,0.69,3,272
37693,29881483,apartment greenwood heights south slope,224706357,fritz,1,sunset park,40.66056,-74.00017,0,110,2,42,5.21,1,90
37694,29881570,new york cozy studio near multiple metro lines,12131971,maria,2,midtown,40.75855,-73.96961,0,140,1,3,0.37,1,0
37696,29881712,home away home manhattan,210112096,genevieve,2,east harlem,40.7901,-73.94111,1,74,2,32,3.98,1,195
37697,29881973,small full sized bedroom historic manhattan,223715716,james,2,harlem,40.82424,-73.93753,1,35,7,1,1.0,1,0
37698,29883798,always sunny bleu hauz,106335321,dev,1,crown heights,40.67117,-73.95653,0,110,2,29,7.7,1,19
37699,29883990,south williamsburg room,152457143,carly,1,williamsburg,40.70956,-73.95305,1,65,2,9,1.15,1,0
37700,29884003,great room next empire state building wrooftop,11907194,thomas,2,midtown,40.74992,-73.98772,1,110,2,8,1.06,1,0
37701,29884121,pure bliss among city turmoil,224731704,andrew,2,hell's kitchen,40.76505,-73.98919,1,129,1,11,1.37,3,177
37704,29884497,cosy dwelling nyc midtown explorers,224731704,andrew,2,hell's kitchen,40.76516,-73.9888,1,129,1,11,1.58,3,177
37705,29884848,private room women near bx little italy,149306690,kelcie,0,belmont,40.85504,-73.88394,1,24,1,4,0.52,1,0
37706,29884872,cozy room astoria,224735872,diana,3,long island city,40.75406,-73.92095,2,40,3,1,0.13,1,178
37708,29885604,magic waters parlor apartment,224241313,bonnie,1,bedford-stuyvesant,40.68336,-73.92144,0,250,2,6,0.85,1,179
37709,29885663,powell victorian,42210223,mimi,1,flatbush,40.63616,-73.95594,1,120,2,0,0.0,1,83
37710,29885929,private room 3 mins central park cu,17822256,anna & frank,2,harlem,40.80114,-73.95696,1,90,2,32,4.02,4,147
37711,29886141,bk getawayprivate bathbedbalcony near barclays,20321004,sara,1,clinton hill,40.68272,-73.96675,1,125,1,33,4.34,1,0
37712,29889800,large private room overlooking skyline,16152090,amna,2,roosevelt island,40.76414,-73.949,1,175,4,3,0.43,2,362
37713,29891697,studio gramercyeast village 10309,20453005,vin,2,gramercy,40.73687,-73.98668,0,165,7,9,1.27,1,0
37714,29893519,perfect les studio,174797199,thaw dar,2,lower east side,40.72207,-73.98726,0,99,1,11,1.46,1,0
37715,29895573,roof viewsquick times sqny presbycolumbia,22388757,jordan,2,washington heights,40.85114,-73.93754,1,55,2,6,2.07,2,169
37716,29896132,spacious 1 bedroom flatbush brooklyn ny,107090465,linwood,1,east flatbush,40.63835,-73.94621,0,125,3,2,0.61,1,170
37717,29897019,bright spacious townhouse apartment soho,224808776,pietro,2,greenwich village,40.72841,-74.00045,0,300,4,28,3.82,1,217
37718,29897123,entire cozy apt brooklyn 20 mins manhattan,218959287,george,1,crown heights,40.67355,-73.94567,0,100,2,0,0.0,1,0
37719,29897802,chic cozy west village 1 bedroom home,7271048,dana,2,greenwich village,40.72953,-73.99978,0,225,3,8,1.11,1,357
37720,29897911,ny hudson river double double room,224815152,hudson river hotel,2,hell's kitchen,40.755,-73.99784,1,249,1,6,1.06,8,87
37722,29898471,modern 2 bedroom 2 bath stunning park views,224806557,daniel,1,williamsburg,40.72084,-73.9554,0,295,2,4,0.58,1,0
37723,29898560,beautiful apartment cobble hill brooklyn,9488139,eric,1,carroll gardens,40.68425,-73.99464,0,200,1,0,0.0,1,250
37724,29898985,artist quarters spacious common room near subway,162283008,daniel,1,bedford-stuyvesant,40.6837,-73.94199,1,43,3,5,0.79,1,0
37725,29899434,private one bedroom apt near nyu manhattan,224825910,dee,2,kips bay,40.74273,-73.97998,0,100,1,5,0.64,1,0
37727,29899704,new york cozy home 12 mins nyc,213781715,anting,1,greenpoint,40.73147,-73.95209,1,119,1,1,0.16,33,365
37728,29900235,cozy manhattan room 15 minutes times square,99511145,nichole,2,harlem,40.80646,-73.94829,1,45,4,19,2.54,2,10
37729,29900395,manhattan home 12 mins nyc,213781715,anting,1,greenpoint,40.73214,-73.95511,1,119,1,0,0.0,33,365
37730,29900575,cozy private room close times square 33c1,190921808,john,2,hell's kitchen,40.75511,-73.99532,1,75,7,4,0.59,47,365
37731,29900755,manhattan home 12 mins nyc,213781715,anting,1,greenpoint,40.73394,-73.95154,1,119,1,2,0.32,33,1
37732,29900966,landmark brooklyn brownstone 35 min midtown,65747874,eric,1,crown heights,40.67424,-73.94098,0,137,2,21,2.78,2,63
37733,29901006,spacious bright apt heart williamsburg,212328883,patryk,1,williamsburg,40.71719,-73.95757,0,148,2,39,5.0,1,34
37734,29902392,nyc home heart harlem,51746762,taylor,2,harlem,40.82315,-73.94094,0,75,2,0,0.0,1,2
37735,29902562,beautiful basement apartment,8830191,hd,1,flatbush,40.64169,-73.95398,0,40,2,2,2.0,1,57
37736,29902956,private room bath 30 min wall st nyc,224850313,roman,1,sheepshead bay,40.58723,-73.94305,1,59,6,15,1.86,2,147
37737,29903363,huge sunny bedroom 1min central park,96647029,maxi,2,upper west side,40.79481,-73.96437,1,84,6,3,0.37,1,6
37741,29904741,interfaith retreats st francis,16677326,alex and zeena,2,chelsea,40.74942,-73.99593,1,85,1,23,3.18,12,362
37742,29905117,great master bedroom like 5 stars hotel,224859583,marvin,0,morrisania,40.83213,-73.90736,1,50,6,0,0.0,1,179
37743,29905155,beautiful cobble hill waterfront garden apartment,201940587,paul and gia,1,columbia st,40.68786,-74.00066,0,130,2,17,4.55,1,9
37744,29905327,coney island beach,224867226,i̇lyas,1,coney island,40.57729,-73.98728,0,101,5,2,0.26,1,323
37745,29905956,full comfortable queens apartment,4283610,rachel,3,glendale,40.70202,-73.89044,0,114,3,9,1.53,1,3
37746,29906233,bronx sunny clean room,224874182,norman,0,parkchester,40.83872,-73.87149,2,45,7,0,0.0,1,280
37747,29906273,adorable chelsea studio best neighborhood,53443367,kathryn,2,chelsea,40.74333,-74.00106,0,175,1,8,1.22,1,0
37748,29906282,full apt 6 conveniently located area,67480949,dawa & phurpa,3,jackson heights,40.75478,-73.88786,0,105,1,28,3.85,1,113
37749,29906659,quite spotless private room queens,224877731,liam,3,elmhurst,40.74278,-73.88069,1,63,2,2,1.15,1,365
37750,29907089,clean cozy 1bedroom near lga,174976495,jorge,3,college point,40.78497,-73.85754,1,45,1,7,0.88,1,0
37751,29907701,5 minutes walking distance subway station 2,108618132,elizabeth,1,bensonhurst,40.61519,-74.00398,1,39,2,13,1.64,4,236
37752,29907751,best location sun filled west village townhome,72420514,cate,2,west village,40.73646,-74.00761,0,165,1,6,0.76,3,215
37753,29907852,plantation house,224885898,thomas,1,bedford-stuyvesant,40.68135,-73.92122,0,125,3,10,1.6,1,361
37754,29908325,12 minutes jfk private room bath,212899703,ms. debra,3,jamaica,40.67903,-73.76535,1,83,2,2,0.27,3,322
37755,29909077,gorgeous room private bath crown heights,224892300,jose,1,east flatbush,40.6614,-73.93867,1,110,2,3,0.38,1,176
37756,29909672,beautiful comfy full 1br heart chelsea,851736,mj,2,chelsea,40.74741,-74.00213,0,250,7,4,0.62,1,8
37757,29909820,203 cozy clean private bedroom,224900182,jeremy,3,flushing,40.7559,-73.80427,1,55,1,29,3.87,1,362
37758,29916697,inquiry hotel room 2 bedrooms near un,189734742,james,2,midtown,40.75284,-73.9717,1,314,2,0,0.0,2,266
37759,29917467,castelo,38092082,barry,1,bushwick,40.68844,-73.91486,1,60,1,0,0.0,1,71
37760,29917648,perfect studio apartment heart sheepsheadbay,9059810,vlad,1,midwood,40.61429,-73.94779,0,88,2,0,0.0,3,89
37763,29920808,nice spacious 1bedroom apartment astoria,182313432,laura,3,astoria,40.76635,-73.90812,0,100,5,2,0.32,1,40
37764,29921529,e village 1bedroom,224974185,christine,2,east village,40.72867,-73.98593,0,175,3,8,1.21,1,66
37766,29921569,peaceful williamsburg garden duplex,224972774,lisa and jorge,1,williamsburg,40.71518,-73.95777,0,300,3,6,0.85,1,128
37767,29922910,private bedroom stylish artists loft,39243102,daniela,1,columbia st,40.68784,-74.00242,1,200,1,0,0.0,1,89
37769,29923182,25000,1611747,travis,2,lower east side,40.71341,-73.98981,0,250,1,1,0.13,1,0
37772,29923522,beautiful corner king room nyc,220229838,chamber hotel,2,midtown,40.76402,-73.97453,1,233,2,0,0.0,11,207
37773,29923537,beautiful deluxe king room nyc,220229838,chamber hotel,2,midtown,40.76232,-73.97512,1,233,2,0,0.0,11,213
37776,29923599,studio double 2 full size beds,220229838,chamber hotel,2,midtown,40.76197,-73.97562,0,276,2,0,0.0,11,173
37778,29923619,studio king room nyc getaway,220229838,chamber hotel,2,midtown,40.76194,-73.97459,0,276,2,0,0.0,11,206
37779,29923634,studio king room 5th ave full sofabed,220229838,chamber hotel,2,midtown,40.76239,-73.97444,0,276,2,1,1.0,11,192
37781,29923660,luxury waterfront apartment 1 stop manhattan,30909338,andrew,1,williamsburg,40.71934,-73.96136,0,162,5,3,0.51,1,5
37782,29923677,shop 5th ave explore central park,220229838,chamber hotel,2,midtown,40.76324,-73.97515,1,233,2,0,0.0,11,163
37784,29923760,lovely bright apt ft hamilton brooklyn,186701037,gabriela,1,dyker heights,40.62827,-74.01078,2,39,5,1,0.77,2,89
37785,29924001,spacious 1bedroom brooklyn plg,94646666,ben,1,prospect-lefferts gardens,40.65897,-73.94163,0,70,1,7,0.93,1,0
37786,29924285,private apt manhattan upper east 12min centralpark,224994472,juan c,2,east harlem,40.79074,-73.94276,0,140,2,31,4.13,1,272
37788,29926001,room next central park,158970615,lia,2,upper east side,40.76464,-73.9593,1,115,1,54,7.47,1,0
37789,29926808,bedroom queens,89902143,jose,3,jackson heights,40.75398,-73.86161,1,100,7,0,0.0,2,0
37790,29927091,designer apartment historic brooklyn brownstone,2594243,rachael,1,prospect heights,40.67817,-73.97152,0,200,3,1,0.14,2,188
37792,29928467,entire studio available cultural astoria,16152090,amna,3,astoria,40.76147,-73.92549,0,250,3,0,0.0,2,0
37793,29928630,punjabi house,225025900,jas,3,ditmars steinway,40.77689,-73.9073,1,60,1,3,2.43,2,363
37794,29929095,spacious studio lirr q3q85 jfk trains,206229239,mamadou,3,jamaica,40.67748,-73.76376,0,100,1,12,1.69,1,161
37795,29929331,time square 43rd street single bed,30985759,taz,2,hell's kitchen,40.75964,-73.99002,2,70,1,59,7.47,6,314
37796,29929702,the spot,225033890,dwain,1,east new york,40.66577,-73.887,0,140,2,27,3.68,1,201
37797,29930623,cozy lofted room bushwick,91040009,kayla,1,bushwick,40.69368,-73.92539,1,44,1,31,4.25,1,172
37799,29931976,hudson yard bright double double room,224414117,gabriel,2,hell's kitchen,40.75671,-73.99694,1,199,1,20,2.49,30,359
37801,29936213,spacious sunny boutique condo catlovers,1103289,berk,1,williamsburg,40.71201,-73.94967,0,94,6,4,0.57,1,11
37802,29936587,bright stylish bedroom 20min times square,140930693,max and kathy,0,mott haven,40.81167,-73.92729,1,55,1,38,4.75,2,301
37803,29937451,barrett s family home,120245209,heidi,1,canarsie,40.63642,-73.89532,1,50,1,6,0.77,2,281
37804,29937893,industrial duplex river manhattan views,1476599,margaux,1,williamsburg,40.71545,-73.96344,0,300,4,2,0.32,1,28
37805,29937919,harlem heights double suites,39174150,keanna,2,harlem,40.82528,-73.95313,1,215,2,3,0.42,3,91
37806,29938457,cozy 1 bedroom heart greenwich,179570454,derek,2,greenwich village,40.72878,-74.0016,0,165,7,2,0.28,1,1
37807,29938894,sunlit private bedroom bushwick apartment,87568094,victoria,1,bedford-stuyvesant,40.69342,-73.9324,1,75,7,0,0.0,1,87
37811,29940771,comfortable bedroom long term,3229770,luis,3,sunnyside,40.73695,-73.92376,1,69,5,4,0.53,4,280
37812,29941633,yogins paradise,3218399,christian,1,park slope,40.67534,-73.97332,0,150,10,1,0.21,1,264
37813,29942196,1 modern gem 2br aptstreet parking available,224715959,ernesto,3,jackson heights,40.75355,-73.89221,0,170,2,10,1.55,1,346
37814,29942679,cozy 1 bedroom prospect park south,3429147,karl,1,flatbush,40.65092,-73.9632,0,120,3,2,0.61,1,31
37816,29943061,sunlit private 1br suite wkitchenbath ac lines,81325020,matt & crutch,1,bedford-stuyvesant,40.67961,-73.92461,0,120,3,11,1.47,3,71
37817,29943391,cozy tiny bedroom wlarge livingroom kitchen,221940893,sara,1,kensington,40.6359,-73.97105,1,34,2,24,3.16,3,204
37819,29943543,brooklyn loft musical soul,61297139,ed,1,williamsburg,40.70469,-73.93878,1,135,1,14,1.98,1,355
37820,29943700,cozy one bedroom heart fort greene,17871320,carly,1,fort greene,40.68701,-73.97457,0,150,3,16,2.26,1,66
37821,29943824,perfect family retreat new york city bushwick,23400523,thomas,3,ridgewood,40.71194,-73.91414,0,200,3,9,1.19,1,273
37822,29943909,cozy spacious room heart nyc,168184878,daria,2,hell's kitchen,40.76423,-73.98891,1,145,2,12,1.59,1,37
37823,29944557,chic stylish apartment central harlem,60152095,sharon,2,harlem,40.81022,-73.94547,0,132,2,18,2.32,1,123
37824,29944625,cozy king sized apt nyc harlem,225139503,tracy,2,east harlem,40.8055,-73.93653,0,250,1,7,0.9,1,78
37827,29945283,beautiful spacious bedroom classic nyc walkup,2315692,hugo,3,ridgewood,40.70356,-73.90241,1,75,2,2,0.32,1,52
37829,29945765,great furnished bedroom long stay,3229770,luis,3,long island city,40.73511,-73.92488,1,79,5,1,0.16,4,315
37830,29945767,cozy home away home,9804005,jean charles,1,bedford-stuyvesant,40.68931,-73.94041,0,95,2,1,0.15,1,8
37831,29945987,spacious apartment near empire state building,225150700,victor,2,midtown,40.74563,-73.98342,0,300,1,14,1.92,1,5
37832,29946074,cuarto en queens,89902143,jose,3,jackson heights,40.75457,-73.86162,1,100,7,0,0.0,2,179
37833,29946107,spacious sunfilled apartment family townhome,3662048,daphne,1,carroll gardens,40.67948,-73.99531,0,147,6,14,1.84,1,14
37834,29946644,bedroom 2 guests,48196322,jose,2,washington heights,40.85359,-73.92982,1,35,1,34,4.25,1,4
37835,29946757,cozy one bedroom brooklyn,4170464,sonia,1,bedford-stuyvesant,40.68901,-73.92826,1,125,7,0,0.0,1,363
37836,29947091,cozy private bedroom harlem women only,29010692,josephine,2,east harlem,40.79768,-73.93455,1,40,2,2,0.26,1,0
37837,29947398,private room w 5 min walk train,105248014,kevin,1,east flatbush,40.64608,-73.94738,1,80,1,71,8.99,2,35
37838,29948187,midtown heights,77103886,dorah,2,hell's kitchen,40.75922,-73.9969,1,105,1,10,1.28,1,191
37840,29955067,city line half brooklyn queens cozy corner,128162460,winston,1,east new york,40.67037,-73.85899,1,90,3,0,0.0,1,180
37841,29955544,magnificent loft skyline view,4538731,francois,1,greenpoint,40.73039,-73.95434,0,270,7,2,0.32,1,20
37842,29956272,charming quiet bedroom greenpoint brooklyn,46393811,ondine,1,greenpoint,40.73123,-73.95664,1,80,5,1,0.16,1,22
37843,29956865,furnished room crown heights brooklyn,34514781,caroline,1,crown heights,40.67442,-73.95165,1,50,7,1,0.15,1,0
37844,29957016,comfy boerum hill apartment great families,14517154,jaime,1,boerum hill,40.68589,-73.98543,0,300,2,1,0.16,1,0
37845,29957585,jewel street apartment 2 bedroom,28071452,douglas,1,greenpoint,40.72744,-73.94673,0,195,3,12,1.71,1,112
37846,29957848,beautiful uws apt 4 mins central park,74595855,alon,2,upper west side,40.77951,-73.97765,0,200,5,3,0.49,1,0
37848,29959104,warm spacious bedroom historical harlem,225249198,erica,2,harlem,40.81927,-73.93886,1,200,1,8,1.13,1,0
37849,29959489,nyc cozy 1 bd apt w elevator near subways r,224619132,adriana,3,woodside,40.75507,-73.90741,0,80,3,4,0.61,1,0
37850,29959581,east harlem modern luxurious studio,225252724,fabiola,2,east harlem,40.79758,-73.93808,0,98,1,0,0.0,1,25
37851,29959810,brooklyn home view,151901555,brad,1,williamsburg,40.71365,-73.93838,0,150,4,2,0.25,1,1
37852,29960469,cat lovers only quiet calm subway,7230698,megan,2,harlem,40.82687,-73.94364,0,90,6,3,0.46,2,108
37854,29961517,central park next door,2653479,brian,2,upper west side,40.80004,-73.96088,1,50,2,30,4.81,4,6
37855,29962534,central park across street,2653479,brian,2,upper west side,40.80043,-73.95859,1,50,2,31,4.84,4,112
37856,29962755,beautiful room 30 minutes manhattan,225277393,jenny,0,kingsbridge,40.87,-73.90129,1,39,4,33,4.36,1,86
37857,29962965,dyckman delight upscale apartment uptown,3230788,nicholas,2,inwood,40.86268,-73.9238,0,200,2,22,2.83,1,283
37859,29963540,bushwick prvt roomprvt bath 20mins manhattan,52357574,mitch,1,bushwick,40.6988,-73.91388,1,85,1,2,0.27,1,0
37860,29963575,vals place,225283096,valentine,3,rosedale,40.65567,-73.73076,1,65,1,45,6.75,1,277
37861,29963810,beautiful comfy private bedbath manhattan,145252418,claudio,2,east harlem,40.80612,-73.93627,1,120,1,20,6.0,3,357
37862,29964046,bohemian brownstone,70431576,hypatia,1,bedford-stuyvesant,40.68515,-73.93255,0,64,2,7,0.92,1,6
37863,29964050,xl 1bed 2bath duplex w yard 1 block subway,128230715,reid,1,bedford-stuyvesant,40.68012,-73.94795,0,200,3,1,0.68,1,11
37865,29964470,2 bedroom bushwick apartment,1093220,chavisa,1,bushwick,40.70328,-73.92474,0,100,5,1,0.16,3,0
37866,29964495,brooklyn 2 bedroom apartment pet lovers,4980714,caitlin,1,sunset park,40.66006,-73.99161,0,100,4,1,0.16,1,0
37867,29964510,privatecomfortable bedroom williamsburg brooklyn,225291555,daniela,1,williamsburg,40.71101,-73.93613,1,105,2,2,0.28,2,148
37868,29964754,nyc room balcony walk forest hills stadium,22175061,suket,3,forest hills,40.72104,-73.85391,1,89,2,13,1.73,2,24
37869,29965041,nice room rent midtown manhattan,7898626,rémi,2,midtown,40.75652,-73.96859,1,100,2,8,1.09,1,6
37870,29965101,large private space ideal location,20287320,konah,1,fort greene,40.69306,-73.97084,1,80,2,14,1.86,1,189
37871,29965481,cottage water,116995217,jonathan,3,howard beach,40.65628,-73.83172,0,220,2,58,7.53,1,144
37872,29965497,entire 3 fl apartment close subway,67987135,siyi,1,bedford-stuyvesant,40.69321,-73.93835,0,139,1,23,2.97,9,238
37873,29965528,1 bedroom central park great location nyc,76519640,alissa,2,harlem,40.79965,-73.95076,1,75,2,29,3.73,1,2
37875,29965956,cozy apartment near central park,225261197,sunny,2,upper west side,40.7857,-73.97459,1,90,1,35,7.24,2,261
37876,29965995,luxury 3bdrm 1bth sleeps 10ppl 25 min manhattan,62836981,youssef,3,astoria,40.77403,-73.92213,0,299,2,9,1.6,1,354
37877,29966192,cozy place,221442773,carlos & vielca,0,pelham bay,40.84391,-73.83171,0,99,2,8,1.05,1,360
37878,29966514,chinitabhost queens,225307360,cris,3,woodhaven,40.68706,-73.8645,1,45,2,3,1.5,1,47
37880,29966943,home away home,225309985,ashley,0,fordham,40.8689,-73.88552,0,98,2,30,4.46,1,327
37881,29967433,dulce hogar,225313172,luis,2,washington heights,40.83175,-73.94052,1,50,2,9,1.45,1,170
37882,29967445,cozy studio nyc getaway,83650675,nikki,2,harlem,40.81662,-73.93687,0,75,1,10,1.42,1,361
37883,29967691,greenwich village 1bedroom,202183338,amanda,2,greenwich village,40.72871,-74.00009,0,250,2,4,0.55,1,0
37884,29967770,cottage city 2 bedroom 2 bath dumbo,1126015,patricia,1,dumbo,40.70321,-73.98488,0,150,3,3,0.4,1,7
37885,29968356,private studio central park times square,102287310,vera,2,midtown,40.76477,-73.97592,0,199,3,7,1.59,3,358
37886,29968478,studio forest hills near public transportation,78110875,gabriel,3,forest hills,40.73134,-73.8521,0,175,2,6,0.93,1,168
37887,29970723,habitacin privada en brooklyn,115193518,fede,1,bushwick,40.70557,-73.92445,1,42,1,2,0.32,3,0
37888,29975548,nice apartmenttimesquarecentral park,186812508,endy,2,midtown,40.76651,-73.98289,0,201,2,33,4.21,1,227
37889,29976484,modern apartment heart brooklyn,20857455,wesley,1,east flatbush,40.65477,-73.95159,0,150,3,1,0.16,1,0
37890,29977234,waterfront studio view manhattan,35468424,carissa,2,greenwich village,40.72893,-73.99512,0,89,2,22,2.83,1,11
37891,29978942,marcuss place,43434770,marcus,1,bedford-stuyvesant,40.69522,-73.94027,1,50,7,1,0.37,1,0
37892,29979510,landmarked 2bdrm near fort greene park w deck,12211018,bridget,1,clinton hill,40.69116,-73.96538,0,170,2,3,0.39,1,0
37893,29979969,enormous beautiful apt heart williamsburg,225390764,manuel,1,williamsburg,40.7213,-73.95677,0,210,4,3,0.44,1,4
37894,29980934,peaceful apartment steps manhattan airports,35632450,khalid,3,woodside,40.74951,-73.90787,0,110,2,27,4.38,1,137
37895,29981007,brooklyn luxury apartment gorgeous 3 bedroom,139145066,kerri-ann,1,east new york,40.67419,-73.88123,0,200,2,30,3.85,2,76
37896,29981213,broadway triangle,83787104,john,1,williamsburg,40.70136,-73.94423,1,65,2,3,0.59,1,89
37897,29981718,beautiful elite penthouse,213781715,anting,2,noho,40.72831,-73.99327,0,179,1,1,0.57,33,348
37898,29981728,comfy apto,38392972,paula,1,bushwick,40.69869,-73.9124,0,82,3,3,0.42,1,26
37899,29981890,modern stylish harlem apartment,224954032,christina,2,east harlem,40.8074,-73.93711,0,180,1,17,2.38,1,334
37900,29982192,boho chic brooklyn escape,8246221,rana,1,prospect-lefferts gardens,40.66108,-73.94959,0,105,4,1,0.16,1,0
37901,29982557,house richardson entire home w rear yard,197286,vera,1,williamsburg,40.71841,-73.94343,0,174,2,27,3.6,1,126
37902,29982568,home,213781715,anting,1,greenpoint,40.73306,-73.95353,1,119,1,0,0.0,33,365
37903,29982582,sunny onebedroom apartment brownstone,32785325,sam,1,bedford-stuyvesant,40.68064,-73.94856,0,125,3,16,2.21,1,4
37904,29982644,dont miss it cozy space available queens,129875945,judit,3,forest hills,40.71694,-73.83442,1,100,2,3,0.42,1,161
37905,29982941,chelsea 1 br 4br penthouse apt,35699609,lea,2,flatiron district,40.74283,-73.99273,1,80,1,0,0.0,1,0
37907,29983505,private bedroom bushwick artist house,155923396,kelly,1,bushwick,40.70113,-73.92893,1,45,3,4,0.56,3,276
37908,29984118,beautiful brownstone apt historic ft greene,3422235,julia,1,fort greene,40.68946,-73.97279,0,270,3,1,0.14,1,125
37909,29984457,,190324721,jun jun,3,flushing,40.75948,-73.8341,1,75,1,3,0.39,4,75
37910,29984938,huge 1bedroom theater district,1428501,michael,2,hell's kitchen,40.76356,-73.98772,0,241,3,8,1.06,2,23
37911,29985591,cozy home,213781715,anting,1,greenpoint,40.73259,-73.94977,2,119,1,0,0.0,33,180
37912,29987114,hamilton heights west harlem studio,15238188,sally,2,harlem,40.82437,-73.95177,0,95,1,51,6.95,1,1
37913,29987700,spacious sunny 1 bedroom lower east side,11729215,daniela,2,lower east side,40.71391,-73.97747,0,225,2,1,0.16,1,0
37914,29987801,central park steps away,2653479,brian,2,upper west side,40.79821,-73.96058,1,70,2,33,4.88,4,114
37915,29987867,quietly cool uptown 1bd apartment,3874544,justine,2,harlem,40.82484,-73.95271,0,115,4,8,1.06,1,0
37916,29988114,cute quiet studio,96430287,jay,2,west village,40.73678,-74.00469,0,200,1,0,0.0,1,87
37917,29989236,double bed private room,224074972,askhat,1,bedford-stuyvesant,40.69287,-73.9432,1,80,2,23,2.94,4,257
37918,29989586,cozy private bedroom,225454310,tosin,3,far rockaway,40.59894,-73.75629,1,85,1,2,0.38,4,362
37919,29989939,ideally located downtown sanctuary,225456817,dorsey,2,lower east side,40.71864,-73.9847,0,160,5,20,2.7,1,0
37921,29990344,charming brooklyn apartment next prospect park,58069820,michael,1,crown heights,40.67244,-73.95992,1,75,2,45,5.74,1,9
37922,29991534,lovely room,179416315,elizabeth,0,norwood,40.87064,-73.8797,1,60,1,9,1.19,2,310
37925,29993540,spacious colorful room close manhattan,4666670,jeanny,3,astoria,40.76934,-73.91895,1,70,5,3,0.38,4,90
37927,29994632,beautiful room manhattan uws,34614008,kanchan,2,harlem,40.82765,-73.94625,1,99,1,0,0.0,1,89
37928,29994675,near 5 major trains 1 subway station,225489491,ikwo,1,bedford-stuyvesant,40.67773,-73.90865,1,40,2,4,1.67,1,363
37929,29994978,sunny garden studio minutes prospect park,5794062,grace,1,park slope,40.67331,-73.97471,0,93,3,2,0.46,1,5
37930,29995144,home away home 1,115741895,damian,3,st. albans,40.70275,-73.75043,1,70,2,3,0.4,2,105
37931,29995154,convenientlylocated clean chic rm hells ktchn,4934489,jessica,2,hell's kitchen,40.75989,-73.99227,1,85,2,1,0.14,3,0
37932,29995362,hollis cove queens 1br flat near lga jfk sju,173990320,molly & justin,3,hollis,40.71523,-73.76992,0,100,2,44,5.55,1,310
37933,29995668,cozy room friendly hip bushwick near subway,8245652,cazzie,1,bushwick,40.69658,-73.90968,1,60,1,6,0.79,2,0
37934,29995977,private room two floor apartment w back yard,2458913,richard,1,bushwick,40.70183,-73.92028,1,50,1,1,0.13,1,66
37935,29996902,hudson yard lux king room,224414117,gabriel,2,hell's kitchen,40.75625,-73.99678,1,107,1,19,2.5,30,156
37936,29998656,cozy room west village,64583317,ji han,2,greenwich village,40.72863,-74.00125,1,43,5,3,0.39,1,5
37937,29998952,large private bedroom brownstone apartment,225513415,tresanna,1,bedford-stuyvesant,40.69195,-73.93892,1,75,2,26,3.66,2,21
37938,29999267,private room brownstone apartment,225513415,tresanna,1,bedford-stuyvesant,40.69122,-73.93753,1,65,2,17,2.48,2,21
37939,30002830,bunk bed spot one block subway,201015598,anchor,1,bedford-stuyvesant,40.67916,-73.9114,2,24,1,11,1.49,17,85
37942,30006781,sunlit double story studio escape bedstuy,225558132,dana,1,bedford-stuyvesant,40.6916,-73.95483,0,135,2,5,0.68,1,45
37944,30006988,brooklyn home brick walls high ceilings,19909719,danny,1,greenpoint,40.72203,-73.94709,0,249,7,0,0.0,2,0
37945,30007128,newly renovated apartment brooklyn townhouse,157410883,chiara,1,bushwick,40.69372,-73.92283,0,120,1,39,5.27,1,196
37946,30007787,sunny studio chelsea,4932419,andrew,2,west village,40.73836,-74.00128,0,130,8,6,1.13,1,1
37947,30007850,large sunny 2 bedroom,225564897,yassmina,2,harlem,40.82358,-73.95178,0,300,2,0,0.0,1,32
37948,30007990,harlem brownstone studio apartment,225566189,christian,2,harlem,40.81804,-73.94375,0,100,2,2,0.27,1,0
37950,30009035,sweet room prime location,225571766,ashraf,3,jackson heights,40.75068,-73.87739,1,80,2,5,2.5,1,57
37951,30009546,cozy artists apartment bushwick,19874155,ciara,1,williamsburg,40.70245,-73.93603,1,75,1,4,0.53,1,35
37952,30009701,fast commute sunny private room luxury bk,188949327,criselis,1,bedford-stuyvesant,40.68986,-73.9249,1,50,1,6,1.0,1,0
